"Label"	"File"	"Line"	"Lines"	"Media"	"Text"	"Menu"	"Events"
"ForestCheckTrap"	"game\Utilities\Fight\FightSystemRuntime.rpy"	"1488"	"11"	""	"$ MainTxt = str(_trap_result.get(""text"", """") or """") || $ CurLocDesc = MainTxt"	""	""
"BeginPaidSexModule"	"game\Utilities\General\Classes\ModuleRuntime.rpy"	"26"	"12"	""	""	""	""
"FinishPaidSexModule"	"game\Utilities\General\Classes\ModuleRuntime.rpy"	"38"	"7"	""	""	""	""
"ChangeDressTmp"	"game\Utilities\General\Clothes\ChangeDressTmp.rpy"	"19"	"11"	""	""	""	""
"dress_for_night"	"game\Utilities\General\Clothes\DressForNight.rpy"	"8"	"17"	""	""	""	""
"DressNoShow"	"game\Utilities\General\Clothes\DressNoShow.rpy"	"47"	"51"	""	""	"menu:"	""
"DressNoShow_End"	"game\Utilities\General\Clothes\DressNoShow.rpy"	"98"	"5"	""	""	""	""
"DressTry"	"game\Utilities\General\Clothes\DressTry.rpy"	"13"	"26"	""	"$ MainTxt = ""Не говоря ни слова, вы подходите к Ирме и вываливаете перед ней на стол горку монет. Ловя на себе ее удивленный взгляд, вы говорите ей, что это не подарок, а вы просто хотите у нее заказать "" + dress_try_display_name(dress_shop.produced).lower() + "". Портниха тщательно пересчитывает деньги, и, удостоверившись что все правильно, ведет вас за ширмочку, дабы снять мерку. Как вы хотите, чтобы с вас сняли мерку?"" || $ CurLocDesc = MainTxt"	"menu:"	""
"DressTryUnderwear"	"game\Utilities\General\Clothes\DressTry.rpy"	"39"	"10"	""	"$ MainTxt = ""Вы быстро разделись до нижнего белья. Ирма ловко и быстро сняла с вас мерку, сказав, что она начнет шить немедленно, а работа будет готова к утру."" || $ CurLocDesc = MainTxt"	""	""
"DressTryNakedThink"	"game\Utilities\General\Clothes\DressTry.rpy"	"49"	"11"	""	"$ MainTxt = ""Вы быстро и решительно сняли с себя все. Однако, дабы не смущать портниху возможной эрекцией, вы начали думать о птичках, облаках, способах постройки домов, счетах за вино и прочих отвлеченных вещах. Ирма ловко и быстро сняла с вас мерку. Заодно она измерила и вашего скукожившегося от холода друга. Судя по ее выражению лица результат ее если и удивил, то в худшую сторону. Закончив мерять, Ирма сказала, что она начнет шить немедленно, а работа будет готова к утру."" || $ CurLocDesc = MainTxt"	""	""
"DressTryNakedFantasy"	"game\Utilities\General\Clothes\DressTry.rpy"	"60"	"26"	""	"$ MainTxt = ""Вы быстро и решительно сняли с себя все. А сняв, предались приятным грезам о том, как и в каких позах вы хотели бы поиметь смазливую полуэльфийку. Такие мечты не замедлили сказаться на состоянии вашего члена - реагируя на ваши мысли он с готовностью напрягся, приходя в полную боевую. Это не прошло незамеченным Ирмой: снимая с вас мерку, она улыбнулась, спросила \""Это я тебе настолько нравлюсь?\"" и, не дожидаясь ответа, измерила и ваш вздыбленный член. Судя по ее выражению лица результат ей скорее всего понравился. Закончив мерять, Ирма сказала, что она начнет шить немедленно, а работа будет готова к утру."" || $ CurLocDesc = MainTxt || $ MainTxt = ""Пока с вас снимали мерку вы, как обычно, закрыли глаза и начали представлять себе Ирму в непотребном виде. Вдруг, с удивлением и радостью, вы ощутили чей-то горячий ротик на своем эрегированном друге. Вы открыли глаза и обнаружили что портниха решила сделать процесс снятия мерки более приятным. Ирма на секунду выпустила свою игрушку изо рта и сказала: \""Для постоянных и щедрых клиентов - особое обслуживание!\"", после чего вернулась к своему занятию. Вы просто стояли и балдели, пока полуэльфийка отсасывала у вас. Делала она это умело, можно сказать с огоньком, и вскоре вы почувствовали что кончаете."""	"menu:"	""
"DressTryServiceFinish"	"game\Utilities\General\Clothes\DressTry.rpy"	"86"	"15"	""	"$ MainTxt = ""Поняв, что вы вот-вот кончите, вы вынули своего друга изо рта Ирмы и направили его на ее личико. Та зажмурила глаза в последний момент перед тем, как ваша сперма приземлилась на ее щечках, веках и заостренных ушках. Дождавшись, чтобы вы закончили, портниха вынула красивый батистовый платочек и, смотрясь в одно из зеркал, вытерла свое личико."" || $ MainTxt = ""Вы и не подумали предупредить портниху о том, что вы уже близки к оргазму и без предупреждения начали спускать прямо ей в ротик. Это застало ее врасплох, она даже поперхнулась, но продолжила сосать, пока не выдоила все до капельки."" || $ CurLocDesc = MainTxt"	""	""
"code_farago_demand_money"	"game\Utilities\General\Clothes\DressTry.rpy"	"101"	"22"	""	"$ MainTxt = ""Расплачиваясь за костюмчик, вы заметили, что мисс Фараго прибавила к счету 20 мараведи."" || $ CurLocDesc = MainTxt || $ MainTxt = ""Вы хотели было возмутиться, но потом вспомнили жаркий ротик Ирмы и решили промолчать."""	"menu:"	""
"DressUp"	"game\Utilities\General\Clothes\DressUp.rpy"	"26"	"132"	""	""	""	""
"TractirCheckAchievements"	"game\Utilities\General\Common\AchievementsEndings.rpy"	"176"	"5"	""	""	""	""
